"id","nm","zip"
"11.02.12.2022","Lawe Sembekan","24662"
"11.02.12.2023","Lawe Beringin (Lawe Bekhingin)","24662"
"11.02.12.2024","Lawe Ger Ger","24662"
"11.02.12.2025","Simpur Jaya","24662"
"11.02.13.2001","Salang Baru","24660"
"11.02.13.2002","Ranto Dior/Diur","24660"
"11.02.13.2003","Lembah Alas","24660"
"11.02.13.2004","Tenembak/Tenebak Lang-Lang","24660"
"11.02.13.2005","Salang Sigotom","24660"
"11.02.13.2006","Tualang Lama","24660"
"11.02.13.2007","Gusung Batu","24660"
"11.02.13.2008","Kaya Pangur","24660"
"11.02.13.2009","Sepakat","24660"
"11.02.13.2010","Lawe Pangkat","24660"
"11.02.13.2011","Bunga Melur (Bunga Melur Gabungan)","24660"
"11.02.13.2012","Penampaan","24660"
"11.02.13.2013","Terutung Mbelang","24660"
"11.02.13.2014","Salang Muara","24660"
"11.02.13.2015","Lawe Hakhum","24660"
"11.02.13.2016","Tanoh Khukahen","24660"
"11.02.13.2017","Tading Ni Ulihi (Tading Niulihi)","24660"
"11.02.13.2018","Peseluk Pesimbe (Pesuluk Pesimbe)","24660"
"11.02.13.2019","Kane Lot","24660"
"11.02.13.2020","Muhajirin","24660"
"11.02.13.2021","Beriring Naru","24660"
"11.02.13.2022","Kati Jeroh","24660"
"11.02.14.2001","Terutung Megara Lawe Pasaran","24670"
"11.02.14.2002","Kisam Gabungan (Kisam)","24670"
"11.02.14.2003","Kisam Kute Pasir","24670"
"11.02.14.2004","Lawe Sumur","24670"
"11.02.14.2005","Lawe Sumur Baru","24670"
"11.02.14.2006","Kute Lesung","24670"
"11.02.14.2007","Berandang","24670"
"11.02.14.2008","Kute Bunin","24670"
"11.02.14.2009","Buah Pala","24670"
"11.02.14.2010","Panosan (Penosan)","24670"
"11.02.14.2011","Tengku Mbelin (Lawe Pasaran Tengku Mbelin)","24670"
"11.02.14.2012","Terutung Megahke MBakhu (Terutung Megakhe Bakhu)","24670"
"11.02.14.2013","Kisam Lestari","24670"
"11.02.14.2014","Kisam Kute Rambe","24670"
"11.02.14.2015","Lawe Polak","24670"
"11.02.14.2016","Lawes Sumur Sepakat (Lawe Sumur Sepakat)","24670"
"11.02.14.2017","Setia Baru","24670"
"11.02.14.2018","Teger Miko","24670"
"11.02.15.2001","Salim Pinim I / Satu (Salim Pinim)","24674"
"11.02.15.2002","Jambur Damar","24674"
"11.02.15.2003","Alur Langsat","24674"
"11.02.15.2004","Rambah Sayang","24674"
"11.02.15.2006","Rumah Luar","24674"
"11.02.15.2007","Tenembak Alas","24674"
"11.02.15.2008","Lawe Tungkal","24674"
"11.02.15.2009","Salim Pinim II","24674"
"11.02.15.2010","Jambukh Pekhmate","24674"
"11.02.15.2011","Khutung Mbelang","24674"
"11.02.15.2012","Timang Rasa (Timang Khase)","24674"
"11.02.15.2013","Stambul Jaya","24674"
"11.02.15.2014","Alur Nangke (Alukh Nangke)","24674"
"11.02.15.2015","Kute Mejile","24674"
"11.02.16.2001","Bintang Alga Musara","24677"
"11.02.16.2002","Bintang Bukit Indah (Bukit Bintang Indah)","24677"
"11.02.16.2003","Tanjung Sari","24677"
"11.02.16.2004","Bun-bun Alas (Bunbun Alas)","24677"
"11.02.16.2005","Naga Timbul","24677"
"11.02.16.2006","Gunung Pak-Pak","24677"
"11.02.16.2007","Bukit Meriah (Bukit Mekhiah)","24677"
"11.02.16.2008","Permata Musara","24677"
"11.02.16.2009","Laut Tawar","24677"
"11.02.16.2010","Kane Mende","24677"
"11.02.16.2011","Lawe Sekhakut","24677"
"11.02.16.2012","Bunbun Indah (Bunbun Indah War)","24677"
"11.02.16.2013","Suka Damai","24677"
"11.02.16.2014","Tuah Kekhine (Tanah Khekhine)","24677"
"11.02.16.2015","Punce Nali","24677"
"11.02.16.2016","Sade Ate","24677"
"11.02.16.2017","Akhih Majile","24677"
"11.02.16.2018","Ukhat Peseluk","24677"
"11.02.16.2019","Tunas Mude","24677"
"11.02.16.2020","Gaye Sendah","24677"
"11.02.16.2021","Kute Hakhapen (Hakhapen)","24677"
"11.02.16.2022","Kompas","24677"
"11.02.16.2023","Sepakat","24677"
"11.03.01.2001","Alue Luddin Sa (Alur Ludin I / Satu)","24455"
"11.03.01.2002","Alue Luddin Dua (Alur Ludin II / Dua)","24455"
"11.03.01.2003","Alue Dalam","24455"
"11.03.01.2004","Dama Pulo Sa (Dama Pulo I)","24455"
"11.03.01.2005","Dama Pulo Dua (Dama Polo II)","24455"
"11.03.01.2006","Buket Kulam","24455"
"11.03.01.2007","Seuneubok Teungoh","24455"
"11.03.01.2008","Jungka Gajah","24455"
"11.03.01.2009","Seuneubok Simpang","24455"
"11.03.01.2010","Matang Pineung","24455"
"11.03.01.2011","Lhok Geulumpang","24455"
"11.03.01.2012","Blang Buket","24455"
"11.03.01.2013","Meunasah Keutapang","24455"
"11.03.01.2014","Buket Rumia/Rumiya","24455"
"11.03.01.2015","Alue Gadeng","24455"
"11.03.01.2016","Kapai Baro","24455"
"11.03.01.2017","Seuneubok Tuha Sa (Seuneubok Tuha I)","24455"
"11.03.01.2018","Seuneubok Tuha Dua (Seuneubok Tuha II)","24455"
"11.03.01.2019","Seuneubok Buloh","24455"
"11.03.01.2020","Gaseh Sayang","24455"
"11.03.01.2021","Alue Lhok (Alur Lhok)","24455"
"11.03.01.2022","Trieng Gadeng","24455"
"11.03.01.2023","Grong-Grong","24455"
"11.03.01.2024","Matang Geuto (Matang Geutou)","24455"
"11.03.01.2025","Alue Merbo (Alur Merbo)","24455"
"11.03.01.2026","Buket Raya","24455"
"11.03.01.2027","Gampong Keude (Kampung Keude)","24455"
"11.03.01.2028","Peukan Idi Cut (Keude Idi Cut)","24455"
"11.03.01.2029","Gampong Beunot (Kampung Beunot)","24455"
"11.03.01.2030","Seuneubok Baroh","24455"
"11.03.01.2031","Teupin Drum","24455"
"11.03.01.2032","Kuala Idi Cut","24455"
"11.03.01.2034","Seuneubok Aceh","24455"
"11.03.01.2035","Gampong Baro (Kampung Baro)","24455"
"11.03.01.2036","Bagok Panah Sa (Bagok Panah I)","24455"
"11.03.01.2037","Bagok Panah Dua (Bagok Panah II)","24455"
"11.03.01.2038","Bagok Panah Lhee (Bagok Panah III)","24455"
"11.03.01.2039","Bagok Panah Peut (Bagok Panah IV)","24455"
"11.03.01.2040","Buket Tualang","24455"
"11.03.01.2041","Keumuneng Sa (Kemuning I)","24455"
"11.03.01.2042","Keumuneng Dua (Kemuning II)","24455"
"11.03.01.2043","Keumuneng Lhee (Kemuning III)","24455"
"11.03.01.2044","Keumuneng Peut (Kemuning IV)","24455"
"11.03.01.2045","Keumuneng Limong (Kemuning V)","24455"
"11.03.01.2046","Meunasah Blang","24455"
"11.03.02.2001","Blang Keumahang (Blang Keumuhang)","24459"
"11.03.02.2002","Blang Jambee","24459"
"11.03.02.2003","Keumuneng","24459"
"11.03.02.2004","Ladang Baro","24459"
"11.03.02.2005","Buket Panyang","24459"
"11.03.02.2006","Seuneubok Rambong","24459"
"11.03.02.2007","Seuneubok Baro","24459"
"11.03.02.2008","Blang Mideun","24459"
"11.03.02.2009","Paya Bakong","24459"
"11.03.02.2010","Teupin Raya","24459"
"11.03.02.2011","Lhok Rambong","24459"
"11.03.02.2012","Julok Tunong","24459"
"11.03.02.2013","Ulee Ateung","24459"
"11.03.02.2014","Ulee Blang","24459"
"11.03.02.2015","Labuhan (Labohan)","24459"
"11.03.02.2016","Naleung","24459"
"11.03.02.2017","Mane Rampak","24459"
"11.03.02.2018","Matang","24459"
"11.03.02.2019","Blang Uyok","24459"
"11.03.02.2020","Blang Pauh/Paoh Satu","24459"
"11.03.02.2021","Blang Pauh/Paoh Dua","24459"
"11.03.02.2022","Ulee Tanoh","24459"
"11.03.02.2023","Keude Kuta Binjei","24459"
"11.03.02.2024","Bukit Seroja (Buket Seuraja / Seraja)","24459"
"11.03.02.2025","Kuala Geulumpang","24459"
"11.03.02.2026","Gampong Baro","24459"
"11.03.02.2027","Tumpok Teungoh","24459"
"11.03.02.2028","Seumatang","24459"
"11.03.02.2029","Ujong Tunong","24459"
"11.03.02.2030","Bukit Dindeng","24459"
"11.03.02.2031","Paya Pasi","24459"
"11.03.02.2032","Alue Cek Doi","24459"
"11.03.02.2033","Blang Gleum","24459"
"11.03.02.2034","Tanjong Tok Blang","24459"
"11.03.02.2035","Buket Makmu (Bukit Makmur)","24459"
"11.03.02.2036","Lhok Seuntang","24459"
"11.03.02.2037","Simpang Lhee","24459"
"11.03.03.2001","Gampong Jawa","24442"
"11.03.03.2002","Keude Blang","24442"
"11.03.03.2003","Tanoh Anoe","24442"
"11.03.03.2004","Kuala Peudawa Puntong","24442"
"11.03.03.2005","Gampong Aceh","24442"
"11.03.03.2006","Kuta Blang","24442"
"11.03.03.2007","Gampong Tanjong","24442"
"11.03.03.2008","Blang Geulumpang","24442"
"11.03.03.2009","Meunasah Pu'uk","24442"
"11.03.03.2010","Bantayan Timu","24442"
"11.03.03.2011","Keutapang Mameh","24442"
"11.03.03.2012","Seuneubok Rambong","24442"
"11.03.03.2013","Kuala Idi","24442"
"11.03.03.2014","Keude Aceh","24442"
"11.03.03.2023","Seuneubok Bacee","24442"
"11.03.03.2029","Titi Baro","24442"
"11.03.03.2047","Tanjong Kapai","24442"
"11.03.03.2048","Alue Dua Muka O","24442"
"11.03.03.2049","Alue Dua Muka S","24442"
"11.03.03.2050","Ulee Blang","24442"
"11.03.03.2051","Buket Jok","24442"
"11.03.03.2052","Buket Meulinteung","24442"
"11.03.03.2053","Gampong Jalan","24442"
"11.03.03.2054","Teupin Batee","24442"
"11.03.03.2055","Buket Langa","24442"
"11.03.03.2056","Buket Pala","24442"
"11.03.03.2057","Buket Juara","24442"
"11.03.03.2058","Seuneubok Tutong","24442"
"11.03.03.2059","Seuneubok Tuha","24442"
"11.03.03.2060","Sampoimah","24442"
"11.03.03.2061","Dama pulo","24442"
"11.03.03.2062","Gureb Blang (Gureb Blang Gampong Jawa)","24442"
"11.03.03.2064","Gampong Baro","24442"
"11.03.03.2065","Seuneubok Teungoh Peudawa Puntong","24442"
"11.03.03.2067","Kuta Lawah","24442"
"11.03.04.2001","Jambo Labu","24452"
"11.03.04.2002","Alue Canang","24452"
"11.03.04.2003","Alue Drien","24452"
"11.03.04.2004","Buket Tiga","24452"
"11.03.04.2005","Benteng","24452"
"11.03.04.2006","Afeling II Bukit (Afdeling II Bukit / Buket)","24452"
"11.03.04.2007","Keumuneng Hulu (Kemuning Hulu)","24452"
"11.03.04.2008","Peutow","24452"
"11.03.04.2009","Alue Buloh/Baloh","24452"
"11.03.04.2010","Alue Teh","24452"
"11.03.04.2011","Paya Rambong","24452"
"11.03.04.2012","Alue Gadeng Sa (Alue Gadeng Satu)","24452"
"11.03.04.2013","Paya Tampah","24452"
"11.03.04.2014","Paya Bili II (Dua)","24452"
"11.03.04.2015","Paya Bili Sa (Paya Bili I / Satu)","24452"
"11.03.04.2016","Paya Peulawi","24452"
"11.03.04.2017","Keude Birem","24452"
"11.03.04.2018","Bayeun","24452"
"11.03.04.2019","Aramiyah","24452"
"11.03.04.2020","Blang Tualang","24452"
"11.03.04.2021","Buket Seuleumak","24452"
"11.03.04.2022","Birem Rayeuk","24452"
"11.03.04.2023","Alue Gadeng","24452"
"11.03.04.2024","Alue Gadeng Dua","24452"
"11.03.04.2025","Alue Sentang","24452"
"11.03.04.2026","Merbau II (Merbou Dua)","24452"
"11.03.04.2027","Alue Nyamoek (Alue Nyamuk)","24452"
"11.03.05.2001","Lokop","24460"
"11.03.05.2002","Terujak","24460"
"11.03.05.2003","Tualang","24460"
"11.03.05.2004","Leles","24460"
"11.03.05.2005","Ujung Karang","24460"
"11.03.05.2006","Nalon","24460"
"11.03.05.2007","Jering","24460"
"11.03.05.2008","Loot","24460"
"11.03.05.2009","Seku Alan (Sekualan)","24460"
"11.03.05.2010","Sunti","24460"
"11.03.05.2011","Umah Taring","24460"
"11.03.05.2012","Bunin","24460"
"11.03.05.2013","Sembuang","24460"
"11.03.05.2014","Seuleumak","24460"
"11.03.05.2015","Mesir","24460"
"11.03.05.2016","Rampah","24460"
"11.03.05.2022","Arul Durin","24460"
"11.03.06.2001","Keude Bagok Sa","24467"
"11.03.06.2002","Keude Bagok Dua (Gampong Keude Bagok Dua)","24467"
"11.03.06.2003","Asan Tanjong","24467"
"11.03.06.2004","Bantayan","24467"
"11.03.06.2005","Matang Seuleumak","24467"
"11.03.06.2006","Teupin Pukat","24467"
"11.03.06.2007","Matang Neuheun","24467"
"11.03.06.2008","Kuala Bagok","24467"
"11.03.06.2009","Meunasah Teungoh","24467"
"11.03.06.2010","Medang Ara","24467"
"11.03.06.2011","Peulawi","24467"
"11.03.06.2012","Baroh Bugeng","24467"
"11.03.06.2013","Seumatang Aron","24467"
"11.03.06.2014","Blang Panjou","24467"
"11.03.06.2025","Pulo U","24467"
"11.03.06.2026","Cot Asan","24467"
"11.03.06.2027","Paya Enjee","24467"
"11.03.06.2028","Seuleumak Muda","24467"
"11.03.06.2029","Matang Panyang","24467"
"11.03.06.2030","Meunasah Hagu","24467"
"11.03.06.2031","Matang Kunyet","24467"
"11.03.06.2032","Buket Panjou","24467"
"11.03.06.2033","Buket Meurak","24467"
"11.03.06.2034","Buket Panyang","24467"
"11.03.06.2035","Seuneubok Dalam","24467"
"11.03.06.2036","Gampong Mesjid","24467"
"11.03.06.2037","Alue Siwah Serdang","24467"
"11.03.06.2038","Gampong Lhee","24467"
"11.03.06.2039","Beurandang","24467"
"11.03.06.2040","Gampong Jalan","24467"
"11.03.06.2041","Seuneubok Rambong","24467"
"11.03.07.2001","Pasir Putih","24453"
"11.03.07.2002","Tualang","24453"
"11.03.07.2003","Keude Peureulak","24453"
"11.03.07.2004","Leuge","24453"
"11.03.07.2005","Uteun Dama","24453"
"11.03.07.2006","Punti","24453"
"11.03.07.2007","Alue Dua Paya Gajah","24453"
"11.03.07.2008","Blang Bitra","24453"
"11.03.07.2009","Kuala Bugak","24453"
"11.03.07.2010","Paya Lipah","24453"
"11.03.07.2011","Seumatang Muda Itam","24453"
"11.03.07.2012","Lhok Dalam","24453"
"11.03.07.2013","Beusa Meuranoe","24453"
"11.03.07.2014","Bangka Rimung","24453"
"11.03.07.2015","Tanoh Rata","24453"
"11.03.07.2016","Bandrong","24453"
"11.03.07.2017","Blang Balok","24453"
"11.03.07.2018","Cot Muda Itam","24453"
"11.03.07.2019","Keumuneng","24453"
"11.03.07.2020","Kuala Leuge","24453"
"11.03.07.2021","Balee Buya","24453"
"11.03.07.2022","Alue Nibong","24453"
"11.03.07.2023","Seuneubok Peusangan","24453"
"11.03.07.2024","Seuneubok Aceh","24453"
"11.03.07.2025","Seuneubok Pidie","24453"
"11.03.07.2026","Dama Tutong","24453"
"11.03.07.2027","Matang Gleum","24453"
"11.03.07.2028","Lubok Pempeng","24453"
"11.03.07.2029","Buket Pala","24453"
"11.03.07.2030","Paya Kalui","24453"
"11.03.07.2031","Cek Mbon","24453"
"11.03.07.2032","Paya Meuligou","24453"
"11.03.07.2033","Blang Simpo","24453"
"11.03.07.2034","Blang Batee","24453"
"11.03.07.2035","Matang Peulawi (Matang Pelawi)","24453"
"11.03.07.2036","Cot Geulumpang","24453"
"11.03.07.2037","Alue Rambong","24453"
"11.03.07.2038","Cot Keh","24453"
"11.03.08.2001","Bayeun (Gampong Bayeun)","24451"
"11.03.08.2002","Rantau Panjang","24451"
"11.03.08.2003","Alue Raya","24451"
"11.03.08.2004","Alue Kumba","24451"
"11.03.08.2005","Seuneubok Dalam","24451"
"11.03.08.2006","Alue Seuleumak","24451"
"11.03.08.2007","Sarah Kayee","24451"
"11.03.08.2008","Damar Siput","24451"
"11.03.08.2009","Simpang Peut","24451"
"11.03.08.2010","Simpang Aneuh","24451"
"11.03.08.2011","Alue Punti","24451"
"11.03.08.2012","Alue Kaul/Kaol","24451"
"11.03.08.2013","Sarah Teube (Sarah Teubee)","24451"
"11.03.08.2014","Alue Tuwi","24451"
"11.03.09.2001","Peulalu","24465"
"11.03.09.2002","Nicah Awe","24465"
"11.03.09.2003","Alue Buloh Sa (Alue Buloh Satu)","24465"
"11.03.09.2004","Alue Buloh Dua","24465"
"11.03.09.2005","Teupin Breuh","24465"
"11.03.09.2006","Matang Rayeuk","24465"
"11.03.09.2007","Matang Kumbang","24465"
"11.03.09.2008","Blang Nie/Me","24465"
"11.03.09.2010","Bantayan","24465"
"11.03.09.2011","Matang Weng","24465"
"11.03.09.2012","Alue Mulieng","24465"
"11.03.09.2013","Pucok Alue Dua","24465"
"11.03.09.2014","Gampong Blang","24465"
"11.03.09.2015","Keude Tuha","24465"
"11.03.09.2016","Kuala Simpang Ulim","24465"
"11.03.09.2017","Lampoh Rayeuk (Lampuh Rayeuk)","24465"
"11.03.09.2018","Teupin Mamplam","24465"
"11.03.09.2019","Titi Baroh (Titi Barueh / Baroeh)","24465"
"11.03.09.2020","Pucok Alue Sa (Pucok Alue Satu)","24465"
"11.03.09.2021","Pucok Alue Barat","24465"
"11.03.09.2022","Arakundo (Ara Kundo)","24465"
"11.03.09.2023","Gampong Baro","24465"
"11.03.09.2024","Matang Seupeng","24465"
"11.03.10.2001","Paya Unou","24441"
"11.03.10.2002","Seuneubok Johan","24441"
"11.03.10.2003","Seuneubok Baro","24441"
"11.03.10.2004","Pulo Blang","24441"
"11.03.10.2005","Blang Barom","24441"
"11.03.10.2006","Seuneubok Dalam","24441"
"11.03.10.2007","Seuleumak Muda (Seulemak Muda)","24441"
"11.03.10.2008","Bhom Lama","24441"
"11.03.10.2009","Pasi Puteh (Pasir Putih)","24441"
"11.03.10.2010","Alue Dua","24441"
"11.03.10.2011","Buket Pala Bsp","24441"
"11.03.10.2012","Mata Ie","24441"
"11.03.10.2013","Alue Udep","24441"
"11.03.10.2014","Seumali (Seumaly)","24441"
"11.03.10.2015","Punti Payong","24441"
"11.03.10.2016","Paya Palas","24441"
"11.03.10.2017","Tampak","24441"
"11.03.10.2018","Kliet","24441"
"11.03.10.2019","Alue Geunteng","24441"
"11.03.10.2020","Pertamina","24441"
"11.03.10.2021","Alue Batee","24441"
"11.03.10.2022","Beurandang","24441"
"11.03.10.2024","Seumanah Jaya (Seuneubok Jaya)","24441"
"11.03.11.2001","Blang Seunong","24463"
"11.03.11.2002","Suka Damai","24463"
"11.03.11.2003","Pante Labu","24463"
"11.03.11.2004","Pante Rambong","24463"
"11.03.11.2005","Alue Ie Mirah","24463"
"11.03.11.2006","Seuneubok Tuha","24463"
"11.03.11.2007","Seuneubok Saboh","24463"
"11.03.11.2008","Buket Kareung (Buket Kareng)","24463"
"11.03.11.2009","Buket Bata","24463"
"11.03.11.2010","Meunasah Tunong","24463"
"11.03.11.2011","Meunasah Teungoh","24463"
"11.03.11.2012","Keude Baro","24463"
"11.03.11.2013","Matang Perlak (Peureulak)","24463"
"11.03.11.2014","Grong Grong","24463"
"11.03.11.2015","Matang Kruet","24463"
"11.03.11.2016","Meunasah Leubok","24463"
"11.03.11.2017","Pante Panah","24463"
"11.03.11.2018","Paya Demam Sa (Paya Demam / Deumam Satu)","24463"
"11.03.11.2019","Paya Demam/Deumam Dua","24463"
"11.03.11.2020","Paya Demam/Deumam Lhee","24463"
"11.03.11.2021","Matang Pudeng","24463"
"11.03.11.2022","Putoh Sa (Putoh Satu)","24463"
"11.03.11.2023","Putoh Dua","24463"
"11.03.11.2024","Sah Raja","24463"
"11.03.11.2025","Sijudo","24463"
"11.03.12.2001","Madat","24462"
"11.03.12.2002","Matang Keupula Sa (Matang Kupula / Keupula Satu)","24462"
"11.03.12.2003","Matang Kupula/Keupula Dua","24462"
"11.03.12.2004","Matang Kupula/Keupula Lhee","24462"
"11.03.12.2005","Ulee Ateung","24462"
"11.03.12.2006","Blang Ubit","24462"
"11.03.12.2007","Matang Guru","24462"
"11.03.12.2008","Pantee Bayam (Pante Bayam)","24462"
"11.03.12.2009","Meunasah Asan","24462"
"11.03.12.2010","Meunasah Tingkeum","24462"
"11.03.12.2011","Lueng Dua","24462"
"11.03.12.2012","Lueng Peut","24462"
"11.03.12.2013","Paya Deumam/Demam Peut","24462"
"11.03.12.2014","Abeuk Geulanteu","24462"
"11.03.12.2015","Rambong Lop","24462"
"11.03.12.2016","Tanjong Ara (Tanjung Ara)","24462"
"11.03.12.2017","Matang Jrok","24462"
"11.03.12.2018","Paya Naden","24462"
"11.03.12.2019","Tanjong Minjei (Tanjung Minjei)","24462"
"11.03.12.2020","Pante Merbo (Meureubo)","24462"
"11.03.12.2021","Blang Awe","24462"
"11.03.12.2022","Bintah","24462"
"11.03.12.2023","Seuneubok Pidie","24462"
"11.03.12.2024","Blang Andam","24462"
"11.03.12.2025","Matang Nibong","24462"
"11.03.12.2026","Lueng Sa (Lueng Satu)","24462"
"11.03.13.2001","Seuneubok Bayu","24457"
"11.03.13.2002","Alue Ie Itam","24457"
"11.03.13.2003","Blang Nisan (Blang Nisam)","24457"
"11.03.13.2004","Bandar Baro","24457"
"11.03.13.2005","Alue Patong","24457"
"11.03.13.2006","Alue Ie Mirah","24457"
"11.03.13.2007","Suka Makmur","24457"
"11.03.13.2008","Jambo Balee","24457"
"11.03.13.2009","Jambo Lubok","24457"
"11.03.13.2010","Seuneubok Cina","24457"
"11.03.13.2011","Pelita Sagop Jaya","24457"
"11.03.13.2012","Perkebunan Julok Rayeuk Selatan","24457"
"11.03.13.2013","Perkebunan Julok Rayeuk Utara","24457"
"11.03.14.2001","Seuneubok Buloh","24443"
"11.03.14.2002","Seuneubok Baro","24443"
"11.03.14.2003","Seuneubok Meureudu (Meurudu)","24443"
"11.03.14.2004","Seuneubok Teupin Panah","24443"
"11.03.14.2005","Teupin Panah (Gampong Teupin Panah)","24443"
"11.03.14.2006","Gampong Keumuneng (Keumuning)","24443"
"11.03.14.2007","Keude Keumuneng","24443"
"11.03.14.2008","Keumuneng Lhok","24443"
"11.03.14.2009","Paya Awe / Awee","24443"
"11.03.14.2010","Paya Gaboh","24443"
"11.03.14.2011","Padang Kasah","24443"
"11.03.14.2012","Buket Teukuh","24443"
"11.03.14.2013","Buket Pu'uk (Buket Puuk)","24443"
"11.03.14.2014","Blang Minjei","24443"
"11.03.14.2015","Alue Kumbang A","24443"
"11.03.14.2016","Alue Kumbang M","24443"
"11.03.14.2017","Alue Lhok","24443"
"11.03.14.2018","Seuneubok Buya","24443"
"11.03.14.2019","Seuneubok Drien","24443"
"11.03.14.2020","Bantayan Barat","24443"
"11.03.14.2021","Blang Guci (Seguci)","24443"
"11.03.14.2022","Buket Rumiya","24443"
"11.03.14.2023","Seuneubok Punti","24443"
"11.03.14.2024","Seuneubok Jalan","24443"
"11.03.14.2025","Seuneubok Dalam","24443"
"11.03.15.2001","Jalan Dua","24458"
"11.03.15.2002","Jambo Reuhat","24458"
"11.03.15.2003","Seuneubok Benteng","24458"
"11.03.15.2004","Seuneubok Pango (Seuneubok Pangou)","24458"
"11.03.15.2005","Seuneubok Simpang","24458"
"11.03.15.2006","Seuneubok Kandang","24458"
"11.03.15.2007","Ulee Jalan","24458"
"11.03.15.2008","Uram Jalan","24458"
"11.03.15.2009","Seuneubok Bayu","24458"
"11.03.15.2010","Blang Rambong","24458"
"11.03.15.2011","Buket Drien","24458"
"11.03.15.2012","Panton Rayeuk A","24458"
"11.03.15.2013","Panton Rayeuk B","24458"
"11.03.15.2014","Panton Rayeuk M","24458"
"11.03.15.2015","Panton Rayeuk T","24458"
"11.03.15.2016","Paya Laman","24458"
"11.03.16.2001","Gampong/Kampung Keude","24469"
"11.03.16.2002","Meunasah Krueng","24469"
"11.03.16.2003","Kuta Baro","24469"
"11.03.16.2004","Alue Batee","24469"
"11.03.16.2005","Matang Rayeuk","24469"
"11.03.16.2006","Paya Bili Dua","24469"
"11.03.16.2007","Alue Ie Itam","24469"
"11.03.16.2008","Asan Rampak","24469"
"11.03.16.2009","Gampong/Kampung Kuala","24469"
"11.03.16.2010","Paya Dua","24469"
"11.03.16.2011","Seuneubok Teungoh","24469"
"11.03.16.2012","Buket Kuta","24469"
"11.03.16.2013","Sama Dua","24469"
"11.03.16.2014","Blang Kuta","24469"
"11.03.16.2015","Blang Buket","24469"
"11.03.16.2016","Seuneubok Peunteut","24469"
"11.03.16.2017","Paya Bili Sa (Paya Bili I)","24469"
"11.03.17.2001","Babah Krueng","24440"
"11.03.17.2002","Kruet Lintang (Krut Lintang)","24440"
"11.03.17.2003","Jengki (Jeungki)","24440"
"11.03.17.2004","Buket Meriam (Bukit Meuriam)","24440"
"11.03.17.2005","Alue Gureb (Alue Gurep)","24440"
"11.03.17.2006","Seuneubok Teupin","24440"
"11.03.17.2007","Seuneubok Teungoh","24440"
"11.03.17.2008","Alue Bugeng","24440"
"11.03.17.2009","Seuneubok Punti","24440"
"11.03.17.2010","Seumatang Keude","24440"
"11.03.17.2011","Seuneubok Jalan","24440"
"11.03.17.2012","Seuneubok Paya","24440"
"11.03.17.2013","Alue Tho","24440"
"11.03.17.2014","Seuneubok Rawang","24440"
"11.03.17.2015","Alue Bu Alue Nireh","24440"
